NAME|ADDL CO INFO|ADDRESS 1|ADDRESS 2|CITY|STATE|ZIP|LATITUDE|LONGITUDE
WALGREEN LOUISIANA CO., INC.|WALGREENS #17055|2323 FORSYTHE AVE||MONROE|LA|71201|32.538017|-92.10414
WALGREEN EASTERN CO., INC.|WALGREENS #17455|223 NORTH ST||CALAIS|ME|04619|45.183059|-67.283946
WALGREEN EASTERN CO., INC.|WALGREENS #17481|144 DUBLIN ST||MACHIAS|ME|04654|44.705141|-67.463601
WALGREEN EASTERN CO., INC.|WALGREENS #19398|91 MAIN ST||COLEBROOK|NH|03576|44.89392|-71.49695
MURRAY'S BOARDMAN PHARMACY||101 SW KINKADE RD||BOARDMAN|OR|97818|45.831127|-119.700818
HAYES BARTON PHARMACY||2000 FAIRVIEW RD STE A||RALEIGH|NC|27608|35.804528|-78.646323
SCL HEALTH PHARMACY SERVICES - GOOD SAMARITAN||200 EXEMPLA CIR STE P1-142||LAFAYETTE|CO|80026|39.971149|-105.083281
WALGREEN CO.|WALGREENS #17807|100 E MINERAL AVE||LITTLETON|CO|80122|39.573058|-104.987919
WALGREEN CO.|WALGREENS #19168|950 IRON HORSE DR||PARK CITY|UT|84060|40.658757|-111.505839
MEDICAL CENTER BARBOUR||820 WEST WASHIINGTON STREET||EUFAULA|AL|36027|31.88871|-85.156179
PHAST PHARMACY|PHAST PHARMACY|1121 W COLUMBUS ST||BAKERSFIELD|CA|93301|35.39776|-119.015325
WALGREEN EASTERN CO., INC.|WALGREENS|1433 CULVER RD||ROCHESTER|NY|14609|43.171955|-77.560469
UTAH CVS PHARMACY, L.L.C.|DBA CVS/PHARMACY #10423|1269 E 2100 S||SALT LAKE CITY|UT|84106|40.725699|-111.854372
MEDSURG PHARMACY|NIKI 2 LLC|3037 MARSHALL HALL RD||BRYANS ROAD|MD|20616|38.628853|-77.072779
GENOA HEALTHCARE LLC||3645 E MCLEOD RD STE P-1||BELLINGHAM|WA|98226|48.782831|-122.427716
406 RX PLLC|DBA: CULBERTSON FAMILY PHARMACY|115 BROADWAY AVE||CULBERTSON|MT|59218|48.144519|-104.517134
HY-VEE, INC.|HY-VEE PHARMACY #3235|205 WASHINGTON ST||VICTOR|IA|52347|41.731479|-92.298126
HY-VEE, INC.|HY-VEE DRUGSTORE #3042|311 WEST RAINBOW DRIVE||WEST LIBERTY|IA|52776|41.582807|-91.267192
GARFIELD BEACH CVS, L.L.C.|CVS/PHARMACY #10663|1919 SOUTH HOOVER STREET||LOS ANGELES|CA|90007|34.039138|-118.284252
WALMART PHARMACY #10-5944||934 ROUTE 73||MOUNT LAUREL|NJ|08054|39.931416|-74.962109
CREDENA HEALTH PHARMACY ST VINCENT||9155 SW BARNES RD STE 102||PORTLAND|OR|97225|45.51083|-122.772079
ESCAMBIA COMMUNITY CLINICS,INC||1400 N PALAFOX ST||PENSACOLA|FL|32501|30.427388|-87.217968
CREDENA HEALTH PHARMACY PPMC PLAZA||5050 NE HOYT ST STE 142||PORTLAND|OR|97213|45.52692|-122.610847
ESCAMBIA COMMUNITY CLINICS , INC||2315 W JACKSON ST||PENSACOLA|FL|32505|30.417832|-87.244256
GOLD COUNTRY COMPOUNDING LLC||11990 HERITAGE OAK PL. STE 2C||AUBURN|CA|95603|38.941316|-121.098407
MARY IMOGENE BASSETT HOSPITAL, THE|FOXCARE PHARMACY|1 FOXCARE DR||ONEONTA|NY|13820|42.456414|-75.029285
SULLIVAN PHARMACY||1140 GRAND AVE||BACLIFF|TX|77518|29.499693|-94.994325
COMMUNITY PHARMACY OF LAKE CITY||1321 W MAIN ST||LAKE CITY|IA|51449|42.265727|-94.749343
ELIZABETHTOWN COMMUNITY HOSPITAL|UNIVERSITY OF VERMONT HEALTH NETWORK ELIZABETHTOWN|101 ADIRONDACK DRIVE|TICONDEROGA CAMPUS|TICONDEROGA|NY|12883||
YOSEMITE DRUG||35300 HIGHWAY 41 STE 101||COARSEGOLD|CA|93614|37.26286|-119.700679
WASHINGTON CVS PHARMACY, L.L.C.|DBA CVS/PHARMACY #11076|503 WESTLAKE AVENUE N.||SEATTLE|WA|98109|47.623383|-122.338846
AMERICARE PHARMACY CORP||8114 5TH AVE||BROOKLYN|NY|11209|40.624813|-74.024846
CENTRAL CITY CONCERN|BLACKBURN PHARMACY|12121 E. BURNSIDE ST||PORTLAND|OR|97216|45.522717|-122.538429
CVS PHARMACY, INC.|CVS/PHARMACY #11380|701 SCURRY ST||BIG SPRING|TX|79720|32.248106|-101.475585
JADD PHARMACY CORP|DBA ROCK HILL PHARMACY|253 ROCK HILL DR|P.O. BOX 777|ROCK HILL|NY|12775|41.624601|-74.593651
OHIOHEALTH BERGER HOSPITAL||600 N PICKAWAY ST||CIRCLEVILLE|OH|43113|39.610446|-82.936726
NICHOLASVILLE PHARMACIST GROUP|D/B/A MED-SAVE NICHOLASVILLE|1025 N MAIN ST|SUITE-A|NICHOLASVILLE|KY|40356|37.899354|-84.565112
GREY & TEAL, LLC|DBA ROCKY POINT PAVILION PHARMACY|7910 US HIGHWAY 117 S UNIT 110||ROCKY POINT|NC|28457|34.443661|-77.879863
PANCARE RX PANAMA CITY||2309 E 15TH ST||PANAMA CITY|FL|32405|30.175452|-85.632988
HOMETOWN PHARMACY MARSHALL||452 W ARROW ST||MARSHALL|MO|65340|39.120249|-93.201442
NORTH END FAMILY PHARMACY||1000 5TH AVE||SAINT JOSEPH|MO|64505|39.787525|-94.847765
INOVA PHARMACY PLUS - ISCI||8081 INNOVATION PARK DR||FAIRFAX|VA|22031|38.858907|-77.261358
SPRINGFIELD PHARMACY LLC||2547 MAIN ST STE 105||SPRINGFIELD|MA|01107|42.113348|-72.604996
MEIJER PHARMACY #310||4665 S GREEN AVE||FREMONT|MI|49412|43.469704|-85.979858
PHARMASCRIPT OF MICHIGAN GR LLC||2661 29TH ST. SE STE A||GRAND RAPIDS|MI|49512|42.910369|-85.600946
BURY DRUG, INC.|DBA CARRBORO FAMILY PHARMACY|104 NC 54 STE J|CARRBORO PLAZA|CARRBORO|NC|27510|35.916928|-79.096029
JADE 2 PHARMACY||10133 S DE ANZA BLVD||CUPERTINO|CA|95014|37.320822|-122.032523
BROULIM'S PHARMACY 17TH STREET||3160 E 17TH ST STE 164||AMMON|ID|83406|43.481432|-111.971179
BROULIM'S PHARMACY BROADWAY||1855 W BROADWAY ST||IDAHO FALLS|ID|83402|43.496339|-112.067994
HY-VEE, INC.|HY-VEE PHARMACY (7090)|500 PLAZA DR.||WEST POINT|NE|68788|41.857943|-96.706563
ALLEGHENY HEALTH NETWORK CANCER INSTITUTE - BUTLER||160 HOLLYWOOD DR||BUTLER|PA|16001|40.850772|-79.909597
WINNER FAMILY DRUG||745 E 8TH ST||WINNER|SD|57580|43.370287|-99.84748
ROY PHARMACY GROUP|DBA ROY PHARMACY|3460 W 4800 S||ROY|UT|84067|41.176297|-112.063373
AVERA MERRILL PIONEER HOSPITAL||1100 S. 10TH AVE||ROCK RAPIDS|IA|51246|43.415111|-96.154056
OREGON CVS PHARMACY, L.L.C.|CVS/PHARMACY # 11292|345 SW HARRISON ST||PORTLAND|OR|97201|45.510542|-122.680283
EXCEL SPECIALTY PHARMACY LLC|RETAIL PHARMACY FOR PHARMACEUTICALS|604 N MAGNOLIA AVE STE 105||CLOVIS|CA|93611|36.839394|-119.666904
GARFIELD BEACH CVS, L.L.C.|CVS/PHARMACY #11345|317 LAKE BLVD STE B||REDDING|CA|96003|40.611585|-122.381411
ST. LOUIS PHARMACY||4245 FOREST PARK AVE STE B||SAINT LOUIS|MO|63108|38.637067|-90.250807
MAYO CLINIC HEALTH SYSTEM PHARMACY-OSSEO|PO BOX 70 RETAIL PHARMACY|13025 8TH ST STE PHM 1||OSSEO|WI|54758|44.578128|-91.213024
MAYO CLINIC HEALTH SYSTEM PHARMACY-LUTHER||1400 BELLINGER ST STE 1||EAU CLAIRE|WI|54703|44.81272|-91.51213
MAYO CLINIC HEALTH SYSTEM PHARMACY-CLAIREMONT||733 W CLAIREMONT AVE STE 1||EAU CLAIRE|WI|54701|44.792426|-91.507316
BELFAST DRUG COMPANY INC||15 STARRETT DR UNIT G||BELFAST|ME|04915|44.422399|-69.019738
MARTIN'S FOODS OF SOUTH BURLINGTON, LLC|DBA HANNAFORD SUPERMARKET & PHARMACY #8447|3 VIA ROSSI WAY||BALLSTON SPA|NY|12020||
HY-VEE, INC.|HY-VEE HEALTHMARKET RX (7046)|19 2ND AVENUE NW||KASSON|MN|55944|44.030492|-92.751402
HY-VEE, INC.|HY-VEE HEALTHMARKET RX (7068)|435 W BROADWAY||PLAINVIEW|MN|55964|44.164829|-92.171884
HY-VEE, INC.|HY-VEE HEALTHMARKET RX (7069)|136 MAIN ST SW||PRESTON|MN|55965|43.669307|-92.082534
STOUT SCRIPTS, INC.|DBA TABLE ROCK PHARMACY|200 W FLEMING DR||MORGANTON|NC|28655|35.737961|-81.679837
GENOA HEALTHCARE LLC||1795 JET WING DR RM 2230||COLORADO SPRINGS|CO|80916|38.807638|-104.741241
GREENFIELD PHARMACY|FREEZE PHARMACY LLC|105 N GRAND ST STE 1||GREENFIELD|MO|65661|37.418184|-93.846655
PRISM HEALTH NORTH TEXAS PHARMACY|EHP TEXAS LLC|4907 SPRING AVE STE 101||DALLAS|TX|75210|32.77767|-96.738761
UNITY CARE NORTHWEST||6060 PORTAL WAY||FERNDALE|WA|98248|48.861471|-122.584497
CVS PHARMACY, INC.|CVS/PHARMACY # 11002|455 NORTH CIRCLE DR||COLORADO SPRINGS|CO|80909|38.839177|-104.775116
GRANITE DRUGS, LLC|PHARM-A-SAVE GRANITE FALLS|207 E STANLEY ST STE A||GRANITE FALLS|WA|98252|48.083653|-121.966907
CLEVELAND PHARMACY INC|DBA CLEVELAND PHARMACY|483 E ALMOND AVE STE 102||MADERA|CA|93637|36.946284|-120.051696
STAR MARKETS COMPANY INC|OSCO PHARMACY #3696|90 CAUSEWAY ST.||BOSTON|MA|02114|42.365417|-71.06172
SHREE GHANSHYAM INC|DBA: SMART CARE PHARMACY|1675 N PERRIS BLVD STE A 10||PERRIS|CA|92571|33.80208|-117.22541
STAPLEY PHARMACY, INC|STAPLEY PHARMACY, INC|102 E CITY CENTER ST||SAINT GEORGE|UT|84770|37.109214|-113.58057
STAPLEY PHARMACY, INC.|DBA: STAPLEY PHARMACY ENTERPRISE|167 E MAIN ST||ENTERPRISE|UT|84725||
35 VALLEY AVE LLC|DBA AHMA RX|35 VALLEY AVE||ELMSFORD|NY|10523|41.053002|-73.823229
SAVEON RX PHARMACY INC||244 SOUTHBOUND GRATIOT AVE||MOUNT CLEMENS|MI|48043|42.588772|-82.882209
SWANTON REXALL||13 YORK ST||SWANTON|VT|05488|44.919242|-73.122901
KAISER PERMANENTE HAYMARKET CROSSROADS PHARMACY||15050 HEATHCOTE BLVD||HAYMARKET|VA|20169|38.822879|-77.637679
BLACKTAIL PHARMACY|OWNED BY: BUTTE SILVER BOW PRIMARY HEALTH CARE, INC|125 E. GLENDALE ST.||DILLON|MT|59725|45.216158|-112.636708
THOMPSON FALLS FAMILY PHARMACY, INC||1221 W MAIN ST||THOMPSON FALLS|MT|59873|47.595529|-115.35241
MIRASOL FAMILY HEALTH CENTER PHARMACY||589 NW 11TH ST||HERMISTON|OR|97838|45.845217|-119.311864
GUN LAKE TRIBE PHARMACY||2880 MISSION DR||SHELBYVILLE|MI|49344|42.592603|-85.587965
FAIRVIEW UNIVERSITY DISCHARGE PHARMACY||500 HARVARD ST SE # 2-130K|MMC 812|MINNEAPOLIS|MN|55455|44.971042|-93.231337
CENTURA HEALTH PHARMACY AT ST. CATHERINE||311 E. SPRUCE ST.||GARDEN CITY|KS|67846|37.969992|-100.868866
VRX PHARMACY, LLC DBA VRX PHARMACY @ CITY CREEK||50 E SOUTH TEMPLE STE 145||SALT LAKE CITY|UT|84111|40.769147|-111.889622
CHI HEALTH PHARMACY - VALLEY VIEW||1288 VALLEY VIEW DRIVE|SUITE 101|COUNCIL BLUFFS|IA|51503|41.244595|-95.816381
NEW JERSEY CVS PHARMACY, L.L.C.|DBA CVS/PHARMACY #11012|1200 HIGHWAY 35||MIDDLETOWN|NJ|07748|40.397935|-74.11366
PRIME RX SPECIALTY PHARMACY INC||2773 3RD AVE||BRONX|NY|10455|40.814925|-73.920125
TAYLOR'S PHARMACY INC.||1 NORTHERN BLVD FL 1||GREAT NECK|NY|11021|40.772839|-73.734016
CVS ALBANY, L.L.C.|DBA CVS/PHARMACY #11237|358 5TH AVENUE||NEW YORK|NY|10001|40.748825|-73.984698
INFOCUS PHARMACY SERVICES||1690 ELM ST STE 200||DUBUQUE|IA|52001|42.509658|-90.664498
AMBROSE CLEMENT HEALTH CENTER PHARMACY||3559 READING RD STE 101||CINCINNATI|OH|45229|39.146658|-84.489991
CVS PHARMACY, INC.|DBA CVS/PHARMACY #11195|4005 E. 8TH PLACE||DENVER|CO|80220||
GUNDERSEN PHARMACY||505 GOPHER DR|SUITE A|TOMAH|WI|54660|44.013434|-90.492966
PORTERVILLE EXPRESS SPECIALTY PHARMACY , LLC||301 E OLIVE AVE||PORTERVILLE|CA|93257|36.064963|-119.009697
COOPER GREEN CLINIC PHARMACY|COOPER GREEN MERCY HEALTH SERVICES AUTHORITY|1515 6TH AVE S||BIRMINGHAM|AL|35233|33.503168|-86.807184
ESSENTIA HEALTH DEER RIVER PHARMACY||2 DIVISION ST STE A||DEER RIVER|MN|56636|47.333494|-93.794472
UNC PHARMACY AT PANTHER CREEK||6715 MCCRIMMON PKWY STE 202||CARY|NC|27519|35.829041|-78.883434
FAMILY MEDICINE PHARMACY||2303 VILLAGE DR STE B||SAINT JOSEPH|MO|64506|39.78825|-94.798626
NS HEALTH CARE LLC|DBA NORTH SHORE PHARMACY|1421 E CAPITOL DR||SHOREWOOD|WI|53211|43.088806|-87.893021
ALLCARE PHARMACY AND GIFTS|ALLCARE PHARMACY FLOWERS & GIFTS INC|20914 SE 29TH ST||HARRAH|OK|73045|35.434652|-97.16069
LATHROP PHARMACY||201 LOUISE AVE STE A||LATHROP|CA|95330|37.811901|-121.298486
ESSENTIA HEALTH PINE RIVER PHARMACY||280 BARCLAY AVE W., STE 1100||PINE RIVER|MN|56474|46.718836|-94.402831
ESSENTIA HEALTH PEQUOT LAKES PHARMACY||30581 PATRIOT AVE|SUITE A|PEQUOT LAKES|MN|56472|46.596358|-94.312134
CVS ALBANY, L.L.C.|CVS/PHARMACY # 11075|2833 BROADWAY||NEW YORK|NY|10025|40.804115|-73.967285
DIRECT CONNECT PHARMACY INC||394 WOODBURY RD||HICKSVILLE|NY|11801|40.7824|-73.503768
HY-VEE, INC.|HY-VEE PHARMACY (1190)|315 NORTH HIGHWAY 69||FOREST CITY|IA|50436|43.266768|-93.630572
HY-VEE, INC.|HY-VEE PHARMACY (7036)|3402 MAIN ST.||EMMETSBURG|IA|50536|43.111803|-94.694319
NORTH CAROLINA BAPTIST HOSPITAL|DBA NORTH TOWER PHARMACY|MEDICAL CENTER BLVD||WINSTON SALEM|NC|27157|36.09046|-80.271587
HY-VEE, INC.|HY-VEE PHARMACY (1417)|201 N FILMORE STREET||MOUNT AYR|IA|50854|40.716006|-94.239124
HY-VEE, INC.|HY-VEE PHARMACY (7072)|1006 S COUNTY RD||TOLEDO|IA|52342|41.985233|-92.582749
DUANE READE||2 PENN PLZ||NEW YORK|NY|10121|40.750496|-73.993393
HY-VEE, INC.|HY-VEE PHARMACY #1401|18755 70TH WAY N||MAPLE GROVE|MN|55311|45.121489|-93.498854
CAREFIRST RX, INC.|D/B/A AMBAR PHARMACY|2544 WHITE PLAINS RD||BRONX|NY|10467|40.864549|-73.867025
DBA: FIVE STAR DRUGS INC|CARIBE PHARMACY|146 NAGLE AVE||NEW YORK|NY|10040|40.861236|-73.926155
MEIJER GREAT LAKES LIMITED PARTNERSHIP|DBA MEIJER PHARMACY #313|541 PURI PKWY.||SYCAMORE|IL|60178|42.00622|-88.703525
JJ BUG PHARMACY, LLC|DBA HERSEY PHARMACY|4711 HOPE VALLEY RD STE 5F||DURHAM|NC|27707|35.920913|-78.956418
MEIJER STORES LIMITED PARTNERSHIP|MEIJER PHARMACY #317|247 TALLMADGE RD||KENT|OH|44240|41.100462|-81.384972
MEIJER STORES LIMITED PARTNERSHIP|MEIJER PHARMACY #318|5350 LEAVITT RD||LORAIN|OH|44053|41.420188|-82.212015
PRISM HEALTH NORTH TEXAS PHARMACY #2||219 SUNSET AVE STE 116A, CONFERENCE 1A||DALLAS|TX|75208|32.744412|-96.825567
SOLEDAD PHARMACY AND WELLNES CENTER||537 FRONT ST||SOLEDAD|CA|93960|36.42674|-121.328673
PRISM HEALTH NORTH TEXAS PHARMACY #3||2801 LEMMON AVE STE 100||DALLAS|TX|75204|32.803857|-96.79649
GARFIELD BEACH CVS, L.L.C.|DBA CVS/PHARMACY #11216|7030 HOLLISTER AVENUE||GOLETA|CA|93117|34.430675|-119.872862
THE MEDICINE SHOPPE||31946 MISSION TRL STE A1||LAKE ELSINORE|CA|92530|33.656663|-117.297122
HALLER'S PHARMACY AND MEDICAL SUPPLY||37323 FREMONT BLVD.||FREMONT|CA|94536|37.557926|-122.007262
MEDICAL PAVILION PHARMACY||9460 N NAME UNO STE 100||GILROY|CA|95020|37.037841|-121.571264
ALLEN COUNTY HOSPITAL PHARMACY|SAINT LUKE'S HOSPITAL OF ALLEN COUNTY, INC|PO BOX 540|3066 N KENTUCKY ST|IOLA|KS|66749|37.948694|-95.392602
MEDICINE MAN PHARMACY SPRINGHILL||3201 SPRINGHILL DR STE 110||NORTH LITTLE ROCK|AR|72117|34.782174|-92.217865
VALLEY VIEW PHARMACY|BOTW HEALTH INC|12879 JOSEY LN STE 115||FARMERS BRANCH|TX|75234|32.921579|-96.882733
GOOD SAMARITAN TOTAL CARE PHARMACY||1245 WILSHIRE BLVD. STE 201||LOS ANGELES|CA|90017|34.053983|-118.265856
YATES CENTER PHARMACY||122 W RUTLEDGE ST||YATES CENTER|KS|66783|37.881035|-95.73362
EMMA L. BIXBY MEDICAL CENTER|DBA PROMEDICA CHARLES AND VIRGINIA HICKMAN HOSPITAL|5640 N. ADRIAN HWY||ADRIAN|MI|49221|41.965544|-84.007532
UCHEALTH GREELEY HOSPITAL PHARMACY||6767 W. 29TH ST RD||GREELEY|CO|80634|40.390952|-104.789991
RANDALLS FOOD AND DRUGS LP|TOM THUMB PHARMACY #3099|551 LAURENCE DR.||HEATH|TX|75032|32.842499|-96.470674
KRATZER PHARMACY INC|D.B.A KRATZER'S HOMETOWN PHARMACY LYNCHBURG|211 SOUTH MAIN STREET|PO BOX 503|LYNCHBURG|OH|45142|39.199261|-83.788906
LEWIS FAMILY DRUG #43||119 6TH AVE SW||ABERDEEN|SD|57401|45.458763|-98.490572
SAN JOAQUIN DRUG||9215 E HIGHWAY 140||PLANADA|CA|95365|37.295272|-120.320865
CVS PHARMACY, INC.|DBA CVS/PHARMACY #10804|750 16TH STREET||DENVER|CO|80202|39.745412|-104.993115
AUBURN PHARMACY, INC.|AUBURN PHARMACY #245|105 S OAK ST.||NEVADA|MO|64772|37.837938|-94.353826
AMC OHIO LLC, DBA EQUITAS HEALTH PHARMACY #4||2805 GILBERT AVE||CINCINNATI|OH|45206|39.130016|-84.488989
ERIC'S RX LLC|ERIC'S RX SHOPPE|810 WELSH RD||HORSHAM|PA|19044|40.178735|-75.178526
MERCY PHARMACY SAN DIMAS||1152 VIA VERDE AVE||SAN DIMAS|CA|91773|34.073131|-117.829753
MARTIN'S FOODS OF SOUTH BURLINGTON, LLC|DBA HANNAFORD SUPERMARKET & PHARMACY #8449|808 WEST CHESTNUT STREET||ROME|NY|13440|43.236428|-75.452633
CREDENA HEALTH LLC|DBA CREDENA HEALTH PHARMACY MONROE|19200 N KELSEY ST||MONROE|WA|98272|47.861541|-121.977297
HARTIG DRUG CO #33||61 W GILLET ST||PRESTON|IA|52069|42.050456|-90.39453
GARFIELD BEACH CVS, L.L.C.|CVS/PHARMACY #11107|701 VAN NESS AVENUE||SAN FRANCISCO|CA|94102|37.782117|-122.421304
PETERSON DRUG AND GIFTS||1007 3RD AVE||MOUNTAIN LAKE|MN|56159|43.939487|-94.929191
NOCP LLC DBA WHITESTONE PHARMACY||316 S WHITCOMB AVE||TONASKET|WA|98855|48.705113|-119.439845
DIB PHARMACEUTICAL INC|DBA: BETTER LIFE PHARMACY|528 E MAIN ST||EL CAJON|CA|92020|32.795087|-116.955691
CREDENA HEALTH LLC|DBA CREDENA HEALTH PHARMACY EVERETT|1321 COLBY AVE||EVERETT|WA|98201|47.999709|-122.206938
LG HEALTH CONVENIENCE PHARMACY SUBURBAN PAVILION||2108 HARRISBURG PIKE|STE 314|LANCASTER|PA|17601|40.067063|-76.353742
WILDCAT PHARMACIST GROUP, LLC|D/B/A HUBBARD AND CURRY PHARMACY|2387 PROFESSIONAL HEIGHTS DR STE 160||LEXINGTON|KY|40503|38.003505|-84.517284
ALBION PHARMACY|ALBION PHARMACY INC|9 E STATE ST||ALBION|PA|16401|41.890719|-80.365952
MOKENA PHARMACY INC||10937 FRONT ST, UNIT C||MOKENA|IL|60448|41.532475|-87.883885
BAPTIST HEALTH LAGRANGE RETAIL PHARMACY||1025 NEW MOODY LN||LA GRANGE|KY|40031|38.394964|-85.37595
MARIPOSA PHARMACY AT RIO RICO||1103 CIRCULO MERCADO||RIO RICO|AZ|85648|31.473079|-111.000476
ST. CHRISTOPHER'S HOSPITAL FOR CHILDREN PHARMACY||160 E ERIE AVE||PHILADELPHIA|PA|19134|40.006371|-75.125671
MILLENNIUM PHARMACY SYSTEMS, LLC|PHARMERICA|7100 COLUMBIA GATEWAY DR.|STS 100 & 110|COLUMBIA|MD|21046|39.174788|-76.806867
LIVE+WELL PHARMACY||3500 SW REGIONAL AIRPORT BLVD STE 2||BENTONVILLE|AR|72713|36.336307|-94.248299
SELMA PHARMACY||2132 HIGH ST||SELMA|CA|93662|36.570503|-119.61358
ST. VINCENT'S OUTPATIENT PHARMACY||2800 MAIN ST.||BRIDGEPORT|CT|06606|41.201185|-73.201816
EVANS DRUGS LOCKWOOD, LLC||725 S MAIN ST|PO BOX R|LOCKWOOD|MO|65682|37.433515|-93.93175
SEWALL'S POINT PHARMACY, INC|SEWALL'S POINT PHARMACY|3754 SE OCEAN BLVD STE B||STUART|FL|34996|27.202832|-80.201016
LUCIA'S PHARMACY INC||2090 HYLAN BLVD||STATEN ISLAND|NY|10306|40.579165|-74.1005
FITZGERALD PHARMACY|FITZGERALD LLC|424 E SILVER SPRING DR.||WHITEFISH BAY|WI|53217|43.118657|-87.904786
HEALTH HUB PHARMACY INC|D/B/A HEALTH HUB PHARMACY|3029 STEINWAY ST||ASTORIA|NY|11103|40.762987|-73.915365
CAL CARE PHARMACY|HOMETOWN LTC PHARMACY INC  DBA|1009 E GRAND AVE||ARROYO GRANDE|CA|93420|35.118329|-120.593456
TRENTON MEDICAL CENTER, INC|DBA: PALMS PHARMACY OF LAKE CITY WEST|4784 W US HIGHWAY 90||LAKE CITY|FL|32055|30.184226|-82.710101
SALIDA PHARMACY AND FOUNTAIN||137 F ST|PO BOX 1205|SALIDA|CO|81201|38.535867|-105.992011
NORTHROCK PHARMACY||2617 GENERAL PERSHING BLVD||OKLAHOMA CITY|OK|73107|35.474375|-97.559143
ESTHERVILLE PHARMACY||1804 E CENTRAL AVE||ESTHERVILLE|IA|51334|43.401669|-94.817935
GUNDERSEN PHARMACY|GUNDERSEN HEALTH SYSTEM|1122 W HIGHWAY 61 STE A||WINONA|MN|55987|44.045755|-91.66666
HILL CITY PHARMACY||308 N POMEROY AVE||HILL CITY|KS|67642|39.366876|-99.841747
MISSION REGIONAL OUTPATIENT PHARMACY||900 S BRYAN RD STE 101||MISSION|TX|78572|26.19695|-98.31506
VALLEY DRUG|DBA VALLEY DRUG|1500 CURVE CREST BLVD W||STILLWATER|MN|55082|45.041956|-92.830924
SUMMIT PHARMACY OF IOWA, INC||300 W BURLINGTON AVE||FAIRFIELD|IA|52556|41.006355|-91.966676
VINCENT PHARMACY||10225 AUSTIN DR STE 103||SPRING VALLEY|CA|91978|32.730218|-116.970854
NEW CITY PHARMACY LLC|DBA NEW CITY PHARMACY|174 S MAIN ST||NEW CITY|NY|10956|41.141109|-73.988417
TERESA PHARMA LLC||582 ROCKAWAY AVE||BROOKLYN|NY|11212|40.665771|-73.91005
THE VONS COMPANIES INC|PAVILIONS PHARMACY #2989|14845 VENTURA BLVD||SHERMAN OAKS|CA|91403|34.152389|-118.456797
OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC.||17 CHENANGO BRIDGE RD|SUITE A|BINGHAMTON|NY|13901|42.168994|-75.8861
GALAXY INVESTMENT PHARMACY INC|DBA GALAXY PHARMACY|10879 LOS ALAMITOS BLVD||LOS ALAMITOS|CA|90720|33.804186|-118.072028
WEAR DRUG INC|DBA WEAR LTC|527 N MADISON ST STE B||CARTHAGE|IL|62321|40.421018|-91.136404
CLAYS PHARMACY LLC||3513 COURT ST||CATLETTSBURG|KY|41129|38.403987|-82.600596
RISING STAR PHARMACY|COMANCHE COUNTY MEDICAL CENTER COMPANY|1870 STATE HWY 36||RISING STAR|TX|76471||
CORNING HOSPITAL|D/B/A CORNING HOSPITAL OUTPATIENT PHARMACY|1 GUTHRIE DR||CORNING|NY|14830|42.136033|-76.969962
UH MEDS|DBA UNIVERSITY HOSPITALS PHARMACY|9000 MENTOR AVE STE 114||MENTOR|OH|44060|41.674887|-81.317468
SQUARE CARE MEDICAL & PHARMACY||8600 E MILL PLAIN BLVD||VANCOUVER|WA|98664|45.62328|-122.584208
UH MEDS|D.B.A UNIVERSITY HOSPITALS PHARMACY|960 CLAGUE RD|SUITE 1100|WESTLAKE|OH|44145|41.473506|-81.884753
HY-VEE, INC.|HY-VEE PHARMACY #1383|13400 W. 87TH PKWY||LENEXA|KS|66215||
PORTLAND PHARMACY INC|/DBA PORTLAND PHARMACY|1295 PORTLAND AVE STE 2||ROCHESTER|NY|14621|43.189715|-77.585273
BAPTIST HEALTH PHARMACY #101, LLC||8950 N KENDALL DR STE 102||MIAMI|FL|33176|25.687579|-80.340637
BOND COUNTY PHARMACY, LLC||224A E HARRIS AVE||GREENVILLE|IL|62246|38.886684|-89.409039
FOX CHASE CANCER CENTER PHARMACY||333 COTTMAN AVE||PHILADELPHIA|PA|19111|40.066089|-75.091414
A&J RX CORPORATION|DBA MEDICAP PHARMACY|504 N CLEVELAND ST|STE 100|MOUNT AYR|IA|50854|40.718356|-94.221996
BAPTIST HEALTH PHARMACY #102, LLC||6200 SUNSET DR STE 102||SOUTH MIAMI|FL|33143|25.703366|-80.293837
BAPTIST HEALTH PHARMACY #103, LLC||9555 SW 162ND AVE||MIAMI|FL|33196|25.678344|-80.455585
CASH SAVER||1320 E EUCLID AVE||DES MOINES|IA|50316|41.628564|-93.602779
CASH SAVER||4121 FLEUR DR||DES MOINES|IA|50321|41.546847|-93.643909
WAGNER PHARMACY|WAGNER CHEMISTS, INC|1726 N SECOND ST||CLINTON|IA|52732|41.864724|-90.183083
P2 PHARMACEUTICAL SERVICES, LLC|DBA AKUDO HEALTHCARE|2744 BROAD ST|SUITE 100|AUSTELL|GA|30106|33.813942|-84.633789
COMMUNITY HEALTH CARE CENTER, INC|DBA: ALLUVION HEALTH PHARMACY|105 6TH ST N||GREAT FALLS|MT|59401|47.506662|-111.297116
PENDER MEMORIAL HOSPITAL||507 E. FREMONT ST||BURGAW|NC|28425|34.550533|-77.919842
3BC INCORPORATED|DBA - COOK BROTHERS PHARMACY|435 N GATEWAY DR STE 803||PROVIDENCE|UT|84332|41.715122|-111.830221
